序号,note-text,length_dlut,positive_dlut,negative_dlut,anger_dlut,disgust_dlut,fear_dlut,good_dlut,sadness_dlut,surprise_dlut,happy_dlut
356,老师不是不看作业只是很多评语不能多元化借助ai 还有就是应付学校检查你真以为老师不知道学生水平啥样不知道怎么因材施教么,31,2,2,0,2,0,2,0,0,0
357,不用AI批，那研究AI的还怎么赚钱啊？你们这些做编程的都改行去吧,22,1,0,0,0,0,0,0,0,1
358,为啥不行？,3,0,1,0,0,0,0,1,0,0
359,我只能说有的学校早就开始教老师用ai批作文和备课，天天要搞课堂ai赋能，但实际上教室电脑开机都费劲，登个希沃cpu像被炮轰了，老师自己也不愿意这样瞎搞,47,1,1,0,1,0,0,0,0,1
360,那别上了,3,0,0,0,0,0,0,0,0,0
361,不会全靠AI的，放心好了，毕竟全是ai教学那有些家长该把孩子笨的锅甩给谁呢,24,0,0,0,0,0,0,0,0,0
362,都班长，组长代批改哦,7,0,0,0,0,0,0,0,0,0
363,表慌，常州也用上了。,8,0,0,0,0,0,0,0,0,0
364,小婵姐姐的朋友们,5,1,0,0,0,0,1,0,0,0
365,形而上学先放一放，平时习作是为了考试作文练习，如果AI帮助可以让考试时写作文又快又好，那也不是坏事。如果依赖AI导致考试作文一塌糊涂，那就坏了,39,1,4,0,4,0,1,0,0,0
366,我是初三学生，作文也经常用ai，我也知道内容俗套，但是这个是无法避免的，作文题目就注定让人写不出来。“藏在沉默里的父爱”就这么困死了我，在我印象里我爹不沉默，一点也不，刻板印象害人不浅。我朋友更糟糕，她没见过她爹，所以说真的需要ai补全故事，我编都不会编,86,1,4,0,4,0,1,0,0,0
367,唉，现在作文的命题角度，根本就不是两点一线学生能有的经历和感悟。评分的时候却只有范文样的东西才能拿高分。学生要想拿高分很多都是靠背范文，改范文做到的。结果出题人还误以为是学生的真实水平提高了，就出更刁钻的题目。长此以往，要求越来越高，脱节越来越严重，很多人就只好AI了。所以我觉得现在语文教育者对于学生真实水平的正确认知很重要。,103,8,3,0,3,0,8,0,0,0
368,老师，不知道是不是我现在ai看多了已经产生应激反应了，您列出来的那些例子我依然觉得有ai的味道....比如把进球比作太阳升起，这是个很漂亮的比喻，但是这种拆段的句式就很有gpt的感觉.....请问这是我反应过度了吗？我们在现在摄入文字的时候，又该如何处理这种应激？,78,0,1,0,1,0,0,0,0,0
369,从我小时候写作文到现在带小孩写作文，出题总是假大空，对作答的要求却是成熟透彻积极向上，这怎么可能呢？我上学时就从来不惮于写真事，但是真事就是挫折和无意义小事居多的，最后不升华一下就变成了消极思想低分文，可哪有这么多升华呢，结果还不是只能编一段感悟来应付,77,1,3,0,3,0,1,0,0,0
370,好像突然明白我以前为什么觉得写作文很困难了。我大概不是头疼于“写文字”这件事，而是“写作文”在“写作”之外，还包含了“价值塑造”的过程，它要求作答者展现出命题者所期盼的价值观（比如母爱父爱、成长，以及更宏大的家国等等），而且要有真实的体现；孩子也许有这些价值观，但是难以把它在文字里以典型形式展现出来,95,4,5,0,3,1,4,1,0,0
371,不说写作文，我感觉现在小孩子连口头上的语言表达能力都下降了，讲话有时候连一件事都讲不清楚，都是碎片化的，表达也很生涩,36,0,2,0,2,0,0,0,0,0
372,评论区不少人说这篇文章像ai生成的，但是我觉得这篇文章要表达的思想是没问题的。现在的ai还没厉害到能让普通人给出两三行提示词就随心所欲地生成100％满意的结果，所以使用ai的人首先得拥有判断ai输出结果好坏、以及指导ai不断优化迭代结果的能力，才算是能够把ai用好了，否则永远只会是一个垃圾的被动接收者。ai生成的东西，如果是因为太长而偏离目标倒也罢了，有些是乱用修辞，不仅杂乱无章、毫无美感，还有的可以说是毫无逻辑，似是而非，不知所云，令人不堪卒读，看了想打作者。然而就是这样的ai，在某些方面的水平还是能吊打初学者，就比如说这个写作，我五年级的妹妹对此一窍不通，还对ai照单全收，结果越用越烂。。,179,4,8,0,7,1,3,0,0,1
373,但是“”时光荏苒，岁月如梭，回首往事，我不禁潸然泪下”应该是初一能写得出的吧，虽然说到现在你让我讲荏苒，可能我也不知道什么意思，但是这个词总是见到看到都会这么用吧,51,0,2,0,0,0,0,2,0,0
374,全篇ai生成不靠谱，但写作文的时候可以把ai当成一个可以与之讨论问题的人。比如说我想写一只猫毛绒绒的很可爱，但写不出好的句子，就问ai，怎么用一个比喻句描写出猫毛绒绒可爱的样子。ai一般会给出几个例句，有些可能描写的跟我想说的一样，有的可能我觉得并不是我想说的那样，然后可以选一个打动自己的句子放进去。,97,3,1,0,1,0,3,0,0,0
375,北京前三的小学，三年级，老师直接留作业让孩子抄ai写的作文,19,0,0,0,0,0,0,0,0,0
376,我真希望你是我们班老师！！！一摸一样的感觉，老师为了分数好看，单元作文都不让写了，直接让小朋友去抄一篇范文来背！！整个社会都病了！,45,2,0,0,0,0,2,0,0,0
377,这篇文章是否也借助了ai的力量？,10,1,0,0,0,0,1,0,0,0
378,我娃三年级的时候我带着他写了一年的作文，没有靠ai，每次先教他结构，确定好框架，开头结尾每次教一到两种手法，中间部分逐步教他怎么写，写人写景写事每次教一种，然后怎么作用修辞，辛辛苦苦带了一年，到了现在四年级完全可以自己写得很好了。不管老师怎么出题他都会写，我们期中期末已经不考单元作文，他也能写出来，其他同学还会跑题，他作文基本就是因为错别字或者扣一下书写分（书写太差），老师每次都会表扬他的作文。主要是写事我带他体验，写景让他有画面，写人让他抓特点，小学生作文离不开写人写事写景，方法就那几种，写不好就是一思维逻辑不清晰，二缺乏想象和体验。,173,3,3,0,3,0,3,0,0,0
379,深圳，二年级，200 字，感觉老师没教过怎么看图写话，怎么堆出这么多字，平时言简意赅的我都觉得难搞，你还不让我用 ai，你叫我咋搞？,41,1,0,0,0,0,1,0,0,0
380,从这方面来说，作者是对的，因为自己写的东西最为深刻。但ai真的不是那么糟糕，就拿我自己来说，做题失败一次两次还好，失败多了真的会令人沮丧厌学，问别人性格不允许，会的人身边总是挤满了其他人，问老师又不想，时间一长就忘了这个问题了，但问ai不一样，会给人一种恍然大悟的感觉，也不会有那么大的挫败感了,98,2,6,0,4,0,1,2,0,1
381,所以小孩也可能逐渐失去对母语和本土文化内涵的深层感受，只是目前来看无法避免,21,0,1,0,0,0,0,1,0,0
382,考试本来就是得背作文和编造吧……不然孤儿和留守儿童怎么写和父母相处的细节这种,24,0,0,0,0,0,0,0,0,0
383,我觉得应试作文真的会把人的作文给害掉的,13,0,0,0,0,0,0,0,0,0
384,ai是好东西，看家长怎么用了。教育是筛选，家长糊弄你也糊弄就行了，好好培养自己动手写作文的孩子,29,1,0,0,0,0,1,0,0,0
385,时光荏苒，岁月如梭，这不就是初一应该掌握的作文水平吗,14,0,0,0,0,0,0,0,0,0
386,文学和写作能力是两个概念，大部分人，不需要文学。需要表达能力，逻辑，作文训练的是表达能力，不是文学,27,0,1,0,1,0,0,0,0,0
387,虽然我从小作文就好，但是我从来不觉得写记叙文有什么用。真正有用的是让孩子尽早练习清晰表达和思辨，遇到一个问题能够清晰的提出并阐述自己的观点，且为自己的观点提供逻辑清晰内容翔实的支持，这才是真正会让孩子们终身受益的本事。,68,7,0,0,0,0,7,0,0,0
388,希望学校能够留给孩子空间，允许孩子写出不成熟的作文。而不要要求篇篇都像范文。,23,2,0,0,0,0,2,0,0,0
389,我之前也头痛小孩作文。特别作为一个母语不是英语的人教一个美国出生的小孩。后来我看到一个老师她本人就做语言研究的，说所有套路什么逻辑都是多余，小学生让她想写，有话想说，就该是她本来想说什么就是什么，可能会逻辑不通，语法不对，单词写错，但要一个孩子爱上写作，开头就是让她写脑子有什么就写什么。我尝试之后，现在我孩子很少说脑子空空什么都写不出。,110,2,3,0,3,0,2,0,0,0
390,现在的高考作文就已经是八股文了啊,9,0,0,0,0,0,0,0,0,0
391,我的小学语文老师也鼓励我们每天写日记，当作日常的语文作业。一开始大家先从身边事物起步，写校门口海棠花瓣的轻盈柔软，写放学后小公园的欢声笑语——后来逐渐推广到幻想世界，可以化身猫武士参与巡逻，或者在舒克的飞机上有一席座位，抑或创造独属于自己的新篇故事。无论何种，她都会仔细阅读，并写下诸如“珍珠鸟在你的笔下就像小精灵一样”……这样极其用心的评语，实在是一段欢乐的时光。时至今日，遭遇挫折打击也非一次两次了，但这段回忆给予了我们前行中最大的底气。想来是从这时起，我们每位同学都开始相信渺小的自己也能够去创作，去创造，去改变些什么。所以我真的不希望AI的时兴会剥夺孩子们这般体验和改变的机会……,182,11,5,0,2,0,9,3,0,2
392,其实老师你举的那些反例我们十年前一样是这么写的,14,1,0,0,0,0,1,0,0,0
393,现在小学生 ai写作文，这学期开始学校试点ai批作文。 这一来一回的成了ai人对话了,24,0,0,0,0,0,0,0,0,0
394,看老师的分享太有感悟了 小学初中时的记叙作文一直都很折磨我 这个情况直到高中变成些议论文才好转些 我觉得我语言表达的能力虽然算不上好 但也不至于比别人差 也不至于那么没有逻辑 只不过我就是没有东西可以写 我不会观察生活 我讨厌我的生活 我只会在我脑子里的幻想中游走 绞尽脑汁写上去的东西语文老师也只会说她完全看不懂 完全不知道我在写什么 现在大学写作文的机会越来越少了 但是就是这样我却更喜欢通过写作来记录生活了 我感觉脱离学校要求的写作真的很自由 人活在这世上仅有一次 不留点什么真实的感悟与经历也太可惜了 即使消极 即使负面 但他们也是我的经历 我喜欢画画 喜欢创作 就是想把这些想法表现出来,186,5,6,0,5,0,4,1,0,1
395,可能是我小人之心，但我甚至觉得您的这篇文章也有一些AI的痕迹，至少不谋而合。并且，作为一个自认为文字感觉很好的人，如果你问我“荏苒”是什么意思，我似乎也只能告诉你它表示“时光流逝”，最多补一句这个词形容的流逝具有恍然感和无奈感,73,2,3,0,1,0,1,2,1,0
396,问题是我不管用不用ai写出来作文永远47分 语文对我来说满分就只有127分了 我只能保证我语文100分左右 数学倒是可以试试冲到130-135 物理也可以试试64或67分 语文真学不懂 就这么说吧 我虽然不用ai 但和别人日常交流有一定障碍（几乎完全听不懂专有名词也无法get到一些话的内在含义） 中考语文作文也检查出语法错误,99,1,0,0,0,0,1,0,0,0
397,95后青年作家表示赞同,6,0,0,0,0,0,0,0,0,0
398,小学刚刚学写作的时候一篇写课外活动的作文怎么也过不了关，因为写过和玩伴爬到货车上玩被说危险，写抓小蜜蜂被说没爱心这些，那篇作文就一直没有正式誊到作文本上，后来第二次发这个作文本了，我随便写了一个跟着舅舅钓鱼，没有任何修改，直接过关，不知道老师怎么想,78,1,2,0,2,0,1,0,0,0
399,孩子作文写成什么样，其实很跟语文老师也有很大关系，有的老师喜欢让学生用词，只看用词，不看是否真实，有的老师要求真实性，有的老师认为要符合逻辑性，不能太夸张，其实也是众口难调。我儿子去年暑假去了沙漠玩，回来后写作文，里面提到沙漠，他写到沙漠里又黑又白，我们那天在沙漠里，下雨下了暴雨，他写的是他观察到的真实情景，但他老师没去过沙漠，没见过这个景象，就在作文里给他批示不符合逻辑，让他重写。我看东周列国里齐桓公兵定孤竹那一章里，写到齐军傍晚走进沙漠的描述“看看天晚，但见白茫茫一片平沙，黑黢黢千里惨雾，冷凄凄数群啼鬼，乱飒飒几阵悲风”，就是老马识途这个典故里的。也是又黑又白，他写得没那么精确，被打回重写,199,6,2,0,1,1,6,0,0,0
400,作为一个已经大学毕业的社畜，平时工作也有点依赖AI，就是很懒，工作用AI效率很高，但是自己的语言组织能力感觉在退化，又不希望这样下去，但是一旦开始自己写作感觉好烂还不如AI,51,3,2,0,2,0,3,0,0,0
401,我们家这学期三年级，坚持自己写，到后半学期肉眼可见的进步，刚开始要我陪着整理思路，第五单元以后我让她自己写，开头结尾写的不理想，字数差点不够。第六单元明显进步，所以要相信孩子，给孩子思考的过程。,64,4,1,0,1,0,4,0,0,0
402,有情怀有理想,4,1,0,0,0,0,0,0,0,1
403,没ai的时代也很多人不会写作文，别忘记了,12,0,0,0,0,0,0,0,0,0
404,32岁的我依然在写日记，整理思考真的是一件很有意义的事情。,19,0,0,0,0,0,0,0,0,0
405,老师写的好好，也确实如此,8,1,0,0,0,0,1,0,0,0
406,同感。人的写作才能将会成为稀缺之物。,11,1,0,0,0,0,1,0,0,0
407,不用替下一代担心，80后当初在父母老师眼里也是“垮掉的一代”。现在向上担心父母被保健品骗，向下担心孩子被AI养废了。何必操那么多心？也许他们更熟悉AI agent的用法，或者更善于用视频而不是文字表达自己的情感，一代人自会有一代人的活法。我还是愿意相信年轻人的,77,4,6,0,5,0,3,1,0,1
408,有没有想过文字最早也只是工具而已，苏格拉底就觉得文字记录给人带来是智慧的错觉。我小时候写作文的时候老师经常让我们背什么好词好句 成语表达古诗表达让作文看起来不错，但那种表达其实和自己思考本来就是断裂的，用自己的语言说出和表达和写作没有关系。多观察文字甚至也能塑造自己思想（以前看书，现在是AI的生产）。同样是AI的生产也有优劣之分，比如你这篇我觉得还是很不错的,108,4,1,0,1,0,4,0,0,0
409,这其实是一个很矛盾的问题。从应试角度来讲，写作文纯粹是为了培养小孩组织句子有基本的文书能力，这个意义上学习AI，练出的模板化文字比看更多风格不同的真人范文是更容易复刻、学习的。然而从写作本身、从美育角度讲，让孩子学AI写作是灾难，他们在审美还没有形成阶段就被灌输成AI是好的。哪怕不是直接照搬ai生成，是学习ai模板化行文对个人个性化写作也不是什么好事。之前我关注的一个高三生博主，发自己的高分作文，一眼是deepseek 写的，非常僵硬却又工整。一开始有人发问，她斩钉截铁说自己写的，最后发现是自己看的高分范文都是ds 生成的。也就是说很多人在还没真正培育出好的文字的概念，就被动地被植入ai审美,185,12,5,0,4,0,12,1,0,1
410,因为应试作文中语言华丽但内容比较空虚的作文得分不错。语言华丽思想一般的文章一样也能优等作文。,27,4,1,0,1,0,4,0,0,0
411,抄ai作文考试时候可抄不了不会提前泄题所有都会原型毕露会写的会保持水准不会写抄作文的现原形,27,0,1,0,1,0,0,0,0,0
412,多读名著就可以了啊,6,1,0,0,0,0,1,0,0,0
413,唉，别说小学生了，我们写报刊文的，好多都退化了，除了包利民，马亚伟这样的大家还坚持完全自己写，剩下基本找不到了。中作协好多写了多年的作家，都用AI写稿了。有人用的大，有人用的小的区别。仔细一想，也挺悲哀的。,73,2,2,0,1,0,2,1,0,0
414,题外话。我也不知道荏苒是啥意思,9,0,1,0,0,0,0,1,0,0
415,现在目标是希望孩子拿出手的就是范文。但这显然不现实。要允许孩子写不完美作文，先体会生活，再有感而发，慢慢修改。不攀比、不用分数审批。提升写作兴趣，在多场景与需求下写作，慢慢过渡到让孩子主动写作。例如给好朋友写生日卡、给老师写感恩信、给家人写明信片等等。在生活中写作，将语言运用变成生活的艺术与工具。慢下来，远离功利之心，才能写出好文章。,104,7,0,0,0,0,7,0,0,0
416,不是,1,0,1,0,1,0,0,0,0,0
417,真实事情本来就不该写在作文本上让人评判,12,1,0,0,0,0,1,0,0,0
418,因为不允许写悲观的内容,7,0,0,0,0,0,0,0,0,0
419,家，学校，每天两点一线的生活，哪里来的那么多素材写。记叙文全靠想象，议论文全靠瞎编,25,0,0,0,0,0,0,0,0,0
420,写作是写作，作文是作文。作文就是题，无非是个大题。题就有做题的思路，真诚之类的是对分有害的。你是教培，那就老老实实教做题。如果是教写作的，那属于兴趣班，跟教音乐画画的一个生态位。你跟家长说的都对不上路，不是一条轨道。,73,1,2,0,1,1,1,0,0,0
421,不知道现在学校怎么给作文判分的，我小时候超耿直，写朋友老老实实写和喜欢的小朋友一起去游乐场玩，去公园玩，去商场吃麦当劳，被判了好几次低分，还被批评心思不在学上，就知道玩。后来背了几篇运动会摔跤扶起，失败鼓励，发烧递水的范文，加上自己改的一点好词好句，就变高分作文了,85,4,2,0,2,0,4,0,0,0
422,说点与ai关系不大的。我上学时写作文，议论文还好可以随便扯，但记叙文从来都是老大难问题——根本没有那些花里胡哨的感受。就比如窗外的树上有鸟在叫，我可以告诉你是小叶女贞上的白头鹎，但感受？不好意思没有。阴天了下雨了，大家都说心情糟糕，但何意味？我只能说光照可影响血清素水平，但和我自己的有什么关系，那就只能照搬别人的感想。没有ai，我的记叙文写了几百遍妈妈撑伞，但现实里她不是若智会多带一把。我知晓很多事，但写记叙文从未使用过，那些生活从来都是别人的。区别只在于是人造范文，还是ai制。这点倒是庆幸我高考作文是未改版的江苏卷了，我随便扯的议论文可以均分，要是家国情怀更想不出来,181,4,7,0,6,1,2,0,0,2
423,我有时候看我三年级女儿的作文，文字稚嫩，但是写得很有童真童趣，没有什么华丽词藻堆砌，我就觉得是很难得。,33,2,1,0,1,0,2,0,0,0
424,这话说的。以前强行要求立意积极向上，纠正学生作文的负面情绪时怎么不批判“标准答案”呢？要求学生按照主题编故事，没做过的好事要想象成做过，没去过的地方要想象成去过。语文教育向来如此，又不是ai时代的新鲜玩意。,64,3,6,0,6,0,3,0,0,1
425,这种文案其实ai也能大差不差的写出来,11,1,0,0,0,0,1,0,0,0
426,写文的是感受生活，观察生活，记录生活，表达生活。但现在的很多学生几乎没有,22,0,0,0,0,0,0,0,0,0
427,快说，你这一篇，有没有用ai？,11,0,0,0,0,0,0,0,0,0
428,但是高中考试的作文给我的感觉就是要套模板，经常套着套着就不知道自己要说什么了,25,0,0,0,0,0,0,0,0,0
429,反正高考只需要假大空的议论文 培养那么多真情实感的文字干什么用？好好跟着AI学才会高分 应试教育别搞那么多有的没的,31,0,1,0,1,0,0,0,0,0
430,言为心声。有写作天赋、心思敏感的学生一定是少数，他们的细腻情感无法被ai覆盖。至于其他大多数，ai只不过让他们的作品的一坨变成精致的一坨,41,4,2,0,1,0,4,1,0,0
431,人越来越走向现实，而不是一味的寻求八股的魅力，这是人进步了,19,1,3,0,3,0,1,0,0,0
432,都不用孩子，现在短视频刷多了成年人都不会写了,15,0,0,0,0,0,0,0,0,0
433,同样的，AI生成的绘画和AI生成的文字一起在消解人类对美的感知,19,0,0,0,0,0,0,0,0,0
434,是这样的，以后这些孩子绝对有一小部分人连让ai生成内容都做不到，因为他们无法把自己的需求整理成文字,29,0,0,0,0,0,0,0,0,0
435,我觉得语文教育应该教会学生怎么有逻辑有条理地描述一样东西，而不是整得跟文学教育一样吧？个人想法，不喜轻喷,30,3,1,0,1,0,3,0,0,0
436,确实应该自己写作文。但是我发现我好像根本写不出来完全真的事，写出来的大部分都是极小部分的真事和大量的虚构添加乱编，感觉跟让AI写差不多了,42,2,1,0,1,0,2,0,0,0
437,无论是写作还是画画，人的创作是能引起情感的共鸣的，ai完全不行，哪怕用词再规范语句再通顺也脱离不了机械套路感……有的小孩写作文，哪怕可能有病句还有拼音混在里面，但是就很灵动。有的小孩……哎，真的只能通过背范文填满，怎么引导都没用啊。,74,4,4,0,2,0,3,2,0,1
438,有一说一，荏苒，还真是时间渐渐过去的意思,14,0,1,0,0,0,0,1,0,0
439,03年，其实我小学作文也基本是抄的，自己写的很少。当时也是说，天下作文一大抄，把抄换成ai就是今天的样子。到现在我反而觉得我语文还可以。只能说每一代都有这种倾向吧……其实不用太担心，真正会观察、会思考的人，在ai的席卷下会更容易区别于普通人脱颖而出，普通人用ai也就够了。,92,5,1,0,1,0,5,0,0,0
440,羡慕现在的学生，我那时候要是有ai，就不用花那么多时间被作文折磨了。也不说作文有没有用。但是作文可以说是应试教育里投入产出比最低的一部分了。对大多数人来说水过去然后花时间在更好提分的地方要好的多。,63,1,1,0,1,0,1,0,0,0
441,应试嘛，为了分数，时间有限，能怎么办呢,12,0,0,0,0,0,0,0,0,0
442,余秋雨写文化苦旅之前都是需要出去采风，你把他关在一个小房间里，他也写不出来啊,25,0,0,0,0,0,0,0,0,0
443,怎么说呢。最难过的就是现在孩子为了考试而写作。却忘记了作文的根本就是记录生活和思考🤔,26,0,1,0,0,0,0,1,0,0
444,我记得看过一位清华大学学生采访，她语文140分，她觉得考试是有方法的，写作文也是。她知道怎么写能得高分。但她说她不怎么喜欢学校的语文学习。但是她对文学是非常着迷的。所以现在学校学习真的时间特别紧张，我看老师天天都老忙了，很多琐碎事务，教学也是忙忙叨叨赶进度。老师和学生根本没有时间细细品味文字的美好。所以现在用AI写作文做应试练习也挺好。我儿子写完作文，老师也让用AI修改。我也担心他都不会写作文了。不会表达了。可是有一次我说了一句什么话，他反驳我说米粒之光岂能和日月争辉。我就知道只要多读书，在特定情景下，他仍然具备表达的能力。,168,5,3,0,3,1,5,0,0,0
445,没办法，哪怕开放命题，但答案是有规定的，让做巧克力，明明黑巧克力白巧克力牛奶巧克力都很好吃啊，就非要规定只有写出榛子葡萄干牛奶巧克力才能得分,40,2,0,0,0,0,2,0,0,0
446,我觉得不是不能用ai，ai可以辅助去润色优化像是议论文里的那种逻辑结构，但是记叙文这种一定还是要亲自动笔写下来，不然就容易“文字失语”，丧失表达自我的能力,45,3,2,0,1,0,3,1,0,0
447,说起这个就生气，现在是孩子自己费劲巴拉写的作文不合格，老师甚至不批改，直接发一篇范文，这样写作的意义在哪里！最后逼的孩子只能从范文AI里东拼西凑，一眼就能看出来很假还能过！,55,3,3,0,3,0,3,0,0,0
448,AI写作文关键在于会修改，AI写出来的一开始肯定AI味太浓，但是可以根据自己的想法让AI反复修改，直到自己满意为止。把AI看成一个工具，就对了。,44,2,0,0,0,0,2,0,0,0
449,现在语文应试全都要靠作文，谁都写得千篇一律，自然就没有分，但是学业又那么紧，用AI快速积累一些词汇句子也就成了效率最高的方式,40,3,1,0,1,0,2,0,0,1
450,本来想反驳，因为没AI时写时光荏苒但不知道意思的小孩也很多，不过看完算理解，起码你愿意让小孩就写脑子里是空的，作为老师真的很好了。其实我自己觉得这么做的意义还不完全是你说得这些，AI毕竟还是工具，每代小孩都会找到恰当使用新工具的方式的，表达可能会有新的形式，不局限于文字，给点信心嘛。我是觉得创造本身就是很开心的事，能不受限制地写东西勉强算当代小学生的捏泥巴，这种感觉和很多学科甚至运动的通过做到某事贴近答案获得的愉悦感不一样，哪怕捏的东西像粑粑也能很开心,148,11,4,0,4,0,6,0,0,5
451,这个例子不适合用来讲ai时代人应该坚守什么。高考在，一切培养孩子能力的教育都会变成应试的工具，所以至少写的一切和学校有关的作文都是为了考试。你这样引导孩子初心是好的，但某种方面上，如果孩子在大考试中也写了像平时你教的那样的作文，得了低分，ta们怨你，家长骂你；如果孩子没写真心的作文，那ta们从心里压根不认可你平时的鼓励，初中阶段有太多自主想法，大部分孩子们反而更希望自己得高分而不是坚守思考能力,130,7,1,0,1,0,7,0,0,0
452,我是初中作文杂志编辑，曾经用一天时间筛了几百篇稿子，99％都是AI过的，一样的句式一样的词汇，我已经麻木了,35,0,1,0,1,0,0,0,0,0
453,你不就是ai写的吗,7,0,0,0,0,0,0,0,0,0
454,"“先自己写一遍，再用AI修改一遍，仔细对比二者的不同并思考原因，这个方法会让你进步很快”
语文老师曾这样和我说",36,2,0,0,0,0,2,0,0,0
455,我感觉是因为很多情况下自己认真写的文章不仅花了更多时间，拿到的分数可能还不如ai生成的要高，久而久之当然就不自己写了,37,2,0,0,0,0,2,0,0,0
456,你说的对，但作文不是写作，是考试。真实的东西在考试面前永远不如一篇被背下来的高分范文,27,3,1,0,1,0,3,0,0,0
457,说AI写作文好的，是没有感受过心中情感涌动时候去抒发写出来自己的文章的那种感觉。很少碰到，但是每次写出来，事后自己都觉得不可思议，自己能写出这么真情实意的文章。,47,2,1,0,0,0,1,1,1,0
458,老师 我的娃初一如何拜师学习,9,1,0,0,0,0,1,0,0,0
459,我现在最讨厌期末考试套学期里作文模板了，千篇一律，根本都不是真正的作文！,21,2,3,0,3,0,2,0,0,0
460,啊，怎么说，我小时候也没少骂各种套路作文，其实本质就和套模板没什么区别，当然也可能是我上的学校不太行，所以学的就是这种。直到我现在31了，我依然觉得小时候骂的没错。,54,1,0,0,0,0,1,0,0,0
461,我初中语文老师曾经说过，这怎么能有套路呢。。过去了十几年，这话我依旧深记在心,25,0,0,0,0,0,0,0,0,0
462,说实话，我初中的时候老师给我们发的复习资料上面就有例题作文，当时我看了一下这个作文，发现基本上全都是写亲情、友情或者关于青春那种类型的。我知道那种作文比较好得分，但是看了一下发现基本上全都是一个套路，我甚至看了开头都没有读下去的欲望,71,2,0,0,0,0,1,0,0,1
463,真的很感动，,4,0,0,0,0,0,0,0,0,0
464,可我小时候写作文也是靠编啊，虽然没有ai，但是也是范文积累后缝缝补补成自己的，两点一线，平平稳稳的学生哪有那么多心路历程，甚至是麻木的，可能因为我是istj，本身就没有什么充沛的情感吧，最善于的也就是模仿了，如果我有ai辅助，我觉得我写作水平应该会提升更快的，毕竟模仿是我强项,85,4,2,0,1,0,4,1,0,0
465,现在教育体系是这样的,6,1,0,0,0,0,1,0,0,0
466,嗯，我个人觉得作文这个东西。他就是一个题目而已，只要你做对了，拿到了高分就行了。我不知道我的想法对不对，反正我的作文反正是稀烂的，我对我自己的要求就是拿到高分就行了。,56,0,1,0,1,0,0,0,0,0
467,写作是思考的过程，感受生活，整理思考，表达自我，不能更同意。,19,0,0,0,0,0,0,0,0,0
468,老师没错，等长大后述情障碍就更麻烦,11,0,1,0,1,0,0,0,0,0
469,我初高中时候ai还没这么发达，当时写的作文老师总说我写的不错，就是太像小说，要我记几个模板和名人名句…那时候我就知道我写作文就是为了考试,43,4,0,0,0,0,4,0,0,0
470,初二学生  语文作文我宁愿不写也不会用ai，因为感觉ai写出来的东西很怪。有时候看到语文老师的公开课使用ai作为范例会有种说不出来的难受,38,3,1,0,1,0,3,1,0,0
471,跑5公里需要30分钟，为了节约时间和不浪费体力，小明决定骑车，只花了10分钟。,24,1,1,0,1,0,1,0,0,0
472,想起来从小学到现在的作文一直都是我自己写的 没有用过任何AI 甚至还要查很多资料 问父母怎么写 直到现在我也坚持自己偶尔写一点东西,41,2,0,0,0,0,1,0,0,1
473,我跟我儿说你完全可以抄，但你要知道你考试时候是不能抄的，你心里要有数。因为我小时候写作文的诀窍就是一本厚厚的作文大全，抄着抄着考试成全班范文了。抄作文和抄答案性质是不一样的，模仿也是一种学习途径。,66,2,0,0,0,0,2,0,0,0
474,我家是娃口述，我记录，ai修改，再抄。或者把娃的要求记录下来ai编辑，再抄。,26,0,0,0,0,0,0,0,0,0
475,天下文章一大抄，抄的同时其实也是在学习，就和语文课上要求背课文一样，实在写不出的时候，抄一抄未必是坏事,33,3,2,0,2,0,3,0,0,0
476,建议不要，脑子会越来越生锈，不要觉得思路提纲是自己出的就没问题，事实上这只是写作很小的一部分，难点都在遣词造句上。别杠，这是我天天deepseek写材料悟出来的，我是无所谓，但孩子要面对的是没有ai的考试，自己衡量吧。,65,0,0,0,0,0,0,0,0,0
477,我们一开始是我口述她写 后来每年寒暑假有作业摘抄！好词好句！一开始也找不到写不出 ！都是我画线画好她无脑抄 ...感受要50个字我带着她一起想一起说....反正那时候最怕就是摘抄和作文，简直噩梦，后来三年级下半学期就突然开窍了 就慢慢发现有逻辑了，完全不需要管了，最庆幸的是最难熬的时候也忍住了没有去报作文班！不那么模版化！后来小学毕业前还写了篇文章，完全无修改，给她投稿拿到了稿费,128,1,1,0,0,1,0,0,0,1
478,我女儿根本不知道豆包,6,1,0,0,0,0,1,0,0,0
479,怎么AI抄,3,0,0,0,0,0,0,0,0,0
480,我们是他口述语音输入，然后ai点评润色，他觉得好的就借鉴，有的时候ai写的还不如他好呢，ai改的好的地方我们一起学习分析为什么要这么改，反正这样很省妈，比亲妈让他改容易接受多了。,59,4,0,0,0,0,4,0,0,0
481,考试的时候能自己写出来吗,8,0,0,0,0,0,0,0,0,0
482,我是让孩子先写，写完用AI修改，改完再让他背下来,16,0,0,0,0,0,0,0,0,0
483,我女儿三四年级的时候不会写作文，憋半天哭着也写不出来，都是我给她写。后来赶上疫情上网课，老师让每天写一篇作文，说自己写不出来就抄范文。抄了一个多月，她突然就能自己写了。,59,1,0,0,0,0,1,0,0,0
484,我女儿语文老师训练他们是，第一学期抄范文，第二学期读范文再用自己的话写出来。他们班写作毫无压力,28,2,0,0,0,0,2,0,0,0
